SAMPID	SMATSSCR	SMCENTER	SMPTHNTS	SMRIN	SMTS	SMTSD	SMTSISCH	SMNABTCH	SMNABTCHT	SMNABTCHD	SMGEBTCH	SMGEBTCHD	SMGEBTCHT	SME2MPRT	SMCHMPRS	SMNTRART	SMNUMGPS	SMMAPRT	SMEXNCRT	SM550NRM	SMGNSDTC	SMUNMPRT	SM350NRM	SMRDLGTH	SMMNCPB	SME1MMRT	SMSFLGTH	SMESTLBS	SMMPPD	SMNTERRT	SMRRNANM	SMRDTTL	SMVQCFL	SMMNCV	SMTRSCPT	SMMPPDPR	SMCGLGTH	SMGAPPCT	SMUNPDRD	SMNTRNRT	SMMPUNRT	SMEXPEFF	SMMPPDUN	SME2MMRT	SME2ANTI	SMALTALG	SME2SNSE	SMMFLGTH	SME1ANTI	SMSPLTRD	SMBSMMRT	SME1SNSE	SME1PCTS	SMRRNART	SME1MPRT	SMNUM5CD	SMDPMPRT	SME2PCTS
GTEX-QLQW-0005-SM-2S1RA		B1		9.2	Blood	Whole Blood	0-(-3) hours	BP-20565	RNA isolation_Trizol Manual (Cell Pellet)	12/06/2011	LCSET-1466	05/21/2012	TrueSeq.v1	0.8019533	36966	0.9350628	1052	0.82551426	0.86764705	0.27266935	19652	0.2996045	0.6718115	76	32.120995	0.0025274814	131	10032441	65551817	0.06486552	5251042	79407250	6417918	0.6120373	116116	31293774	83460	0.05053462	0	0.067415826	0.2473278	0.716255	19639620	0.006033145	13968972	16622968	14324032	142	14997104	15455091	0.0042302855	14957761	49.934334	0.06612799	0.84907526	810	0.70039546	50.62747
GTEX-QLQW-1126-SM-2S1Q8	1	B1	6 pieces up to 9x3 mm; epidermis 66um thick	7.3	Skin	Skin - Sun Exposed (Lower leg)	0-3 hours	BP-20691	RNA isolation_Trizol Manual (Cell Pellet)	12/09/2011	LCSET-1466	05/21/2012	TrueSeq.v1	0.8019837	91857	0.97037965	947	0.8227014	0.8122685	0.256812	25007	0.65597594	0.7370199	76	27.627718	0.002584117	164	39807279	71013274	0.029454157	1011119	86317192	6753924	0.61233854	139423	33809914	68587	0.034498353	0	0.15811107	0.53967226	0.66825444	46582995	0.005958847	14375378	3266710	14624952	154	15260508	11399457	0.00422899	15239877	49.966183	0.011713993	0.843419	809	0.34402415	50.430298
GTEX-QLQW-1126-SM-2TO72	1	B1	6 pieces up to 9x3 mm; epidermis 66um thick	7.3	Skin	Skin - Sun Exposed (Lower leg)	0-3 hours	BP-20691	RNA isolation_Trizol Manual (Cell Pellet)	12/09/2011	GTEX_Affy_Batch6_Apr12	05/01/2012	Affymetrix Expression																																													
GTEX-QLQW-1226-SM-2S1Q9	1	B1	2 pieces ~12x7 & 9x9 mm; up to 10% centrally empty (unfixed or fractured)	7.2	Adipose Tissue	Adipose - Subcutaneous	0-3 hours	BP-20693	RNA isolation_Trizol Manual (Cell Pellet)	12/09/2011	LCSET-1466	05/21/2012	TrueSeq.v1	0.5291646	29320	0.97130406	1411	0.54655147	0.8428181	0.31373417	20729	0.74510986	0.7283943	76	16.58781	0.0025547387	123	20361375	24257165	0.028450893	450035	44382212	4266102	0.64980704	125244	11487357	119935	0.06889605	0	0.12848596	0.4072409	0.46064347	18074251	0.006014998	4932120	1048902	5025680	105	5319040	4142255	0.004229829	5291671	49.871033	0.010139986	0.5639384	738	0.25489023	50.469784
GTEX-QLQW-1326-SM-2M48H	1	B1	2 pieces: 15x11 & 9.5x9.5 mm; ~5% internal fat	8.1	Muscle	Muscle - Skeletal	0-3 hours	BP-20740	RNA isolation_PAXgene Tissue miRNA	12/12/2011	GTEx_Batch4Affy_Jan2012	02/07/2012	Affymetrix Expression																																													
GTEX-QLQW-1326-SM-2S1QS	1	B1	2 pieces: 15x11 & 9.5x9.5 mm; ~5% internal fat	8.1	Muscle	Muscle - Skeletal	0-3 hours	BP-20740	RNA isolation_Trizol Manual (Cell Pellet)	12/12/2011	LCSET-1466	05/21/2012	TrueSeq.v1	0.35642397	25452	0.9741774	1908	0.36710635	0.90872616	0.2510857	18671	0.6813486	0.67442137	76	9.016527	0.0028898977	131	14981033	23858497	0.025637744	703069	64990692	6379114	0.6902794	115558	11298065	186590	0.09855414	0	0.06545115	0.2501274	0.33359915	16255954	0.0063940897	4596082	1553467	4741658	106	5008914	5006248	0.0045910096	4926109	49.583267	0.010817995	0.37778878	644	0.3186514	50.779503
GTEX-QLQW-1426-SM-2S1QU	1	B1	2 pieces ~3x1.5, & 2x2 mm; embedded in ~30% stroma & fat	7.1	Nerve	Nerve - Tibial	0-3 hours	BP-20740	RNA isolation_Trizol Manual (Cell Pellet)	12/12/2011	LCSET-1466	05/21/2012	TrueSeq.v1	0.442199	58315	0.96868676	1304	0.45205238	0.8279137	0.2803713	22923	0.7205934	0.76326966	76	18.544172	0.0023943824	130	30031406	40400457	0.031048883	591101	89371184	7189032	0.6617622	133643	19246428	115000	0.05730719	0	0.14077309	0.32574597	0.37426037	29112302	0.0058669415	8310207	1946675	8469655	104	8784596	6906956	0.0040928163	8743353	49.882355	0.006614	0.46190575	740	0.27940664	50.475117
GTEX-QLQW-1426-SM-2TO4N	1	B1	2 pieces ~3x1.5, & 2x2 mm; embedded in ~30% stroma & fat	7.1	Nerve	Nerve - Tibial	0-3 hours	BP-20740	RNA isolation_Trizol Manual (Cell Pellet)	12/12/2011	GTEX_Affy_Batch6_Apr12	05/01/2012	Affymetrix Expression																																													
GTEX-QLQW-1526-SM-2S1QV	1	B1	2 pieces ~3x2 mm; 2 arteries and 1 vein; tissue tears (histologic); embedded in ~40% stroma	7.6	Blood Vessel	Artery - Tibial	0-3 hours	BP-20740	RNA isolation_Trizol Manual (Cell Pellet)	12/12/2011	LCSET-1466	05/21/2012	TrueSeq.v1	0.20219009	60845	0.97353697	2508	0.21125367	0.8467269	0.27218637	18830	0.8006222	0.6801635	76	5.723275	0.0025944652	140	13839696	11792416	0.02611526	109018	55821116	5554934	0.7426712	117774	5445169	209690	0.104150526	0	0.12681006	0.16913438	0.17887418	9441270	0.006112488	2328149	1157733	2397133	112	2599852	2228500	0.0042780084	2557162	49.586098	0.0019529886	0.22031727	588	0.1993778	50.729946
GTEX-QLQW-1526-SM-2TO4Z	1	B1	2 pieces ~3x2 mm; 2 arteries and 1 vein; tissue tears (histologic); embedded in ~40% stroma	7.6	Blood Vessel	Artery - Tibial	0-3 hours	BP-20740	RNA isolation_Trizol Manual (Cell Pellet)	12/12/2011	GTEX_Affy_Batch6_Apr12	05/01/2012	Affymetrix Expression																																													
GTEX-QMR6-0005-SM-32PKY		D1		6.8	Blood	Whole Blood	12-15 hours	BP-20678	RNA isolation_PAXgene Blood RNA (Manual)	12/09/2011	LCSET-1665	09/12/2012	TrueSeq.v1	0.6818103	12175	0.8653452	1573	0.70003283	0.83563995	0.22711372	16487	0.0777553	0.6192136	76	16.017925	0.0029710806	121	2556076	69399596	0.13463555	12531790	99137638	12108658	0.67800534	94793	33203431	137934	0.09128143	0	0.029705158	0.054431263	0.5849754	5396187	0.0053237374	14113100	28733024	14713232	151	15194572	15526525	0.0041167876	15167718	49.95578	0.126408	0.7182552	663	0.9222446	51.040943
GTEX-QMR6-0011-R10A-SM-32PKO		D1, A1		7.8	Brain	Brain - Frontal Cortex (BA9)		BP-20819	RNA isolation_QIAGEN miRNeasy	12/14/2011	LCSET-1665	09/12/2012	TrueSeq.v1	0.7085995	109676	0.96173066	967	0.72261655	0.8777722	0.23294935	25371	0.4588932	0.78478223	76	44.858444	0.0024154172	382	28787137	105763750	0.037864503	3831176	146362202	16283442	0.6225603	141095	50578771	71416	0.03719878	0	0.083958454	0.33160383	0.6342927	48534268	0.0044656075	22090467	4253912	22612364	407	23142351	13097326	0.003420628	23317152	50.188118	0.026175993	0.73663354	823	0.54110676	50.58374
GTEX-QMR6-0011-R11A-SM-32PKK		D1, A1		8.1	Brain	Brain - Cerebellar Hemisphere		BP-20819	RNA isolation_QIAGEN miRNeasy	12/14/2011	LCSET-1665	09/12/2012	TrueSeq.v1	0.78296256	155842	0.9439575	874	0.79912615	0.78976303	0.29728672	24783	0.5375224	0.8742169	76	37.666325	0.0025189898	382	40371912	112919180	0.055730965	2184125	141303336	15524012	0.6333539	137128	53758104	66915	0.0353644	0	0.15419446	0.42954817	0.6311203	60696589	0.0045671533	23163224	5285543	23592190	386	24209609	13154967	0.0035223581	24475022	50.27258	0.015456996	0.8152897	800	0.4624776	50.45873
GTEX-QMR6-0011-R1A-SM-32PKW		D1, A1		6.1	Brain	Brain - Hippocampus		BP-20819	RNA isolation_QIAGEN miRNeasy	12/14/2011	LCSET-1665	09/12/2012	TrueSeq.v1	0.5333493	122378	0.9695319	2209	0.54207796	0.90467006	0.25156733	22932	0.1121005	0.748595	76	10.777044	0.0025025625	382	5465050	99998907	0.030210271	5135920	184473280	20171432	0.7502915	131759	47974832	188825	0.09755302	0	0.06486185	0.06076721	0.49040174	11209927	0.004530386	21345043	3773806	21879593	435	22182126	11928706	0.0035001477	22441475	50.290604	0.027840996	0.5508067	618	0.8878995	50.61834
GTEX-QMR6-0011-R2A-SM-32PKV		D1, A1		7.3	Brain	Brain - Substantia nigra		BP-20819	RNA isolation_QIAGEN miRNeasy	12/14/2011	LCSET-1665	09/12/2012	TrueSeq.v1	0.86914283	143188	0.9701775	1059	0.8844415	0.8924781	0.24402423	25546	0.2675875	0.7879492	76	37.408855	0.0025789617	528	19680385	145079442	0.029566519	6732327	164035086	16538392	0.6735192	141138	69583554	76811	0.0390276	0	0.0776993	0.23666552	0.78934467	38821448	0.0046298364	30971090	5170416	31835859	549	32385668	16590694	0.0035866613	32610047	50.17261	0.041041993	0.89974016	789	0.73241246	50.68844
GTEX-QMR6-0011-R4A-SM-32PKU		D1, A1		6.6	Brain	Brain - Amygdala		BP-20819	RNA isolation_QIAGEN miRNeasy	12/14/2011	LCSET-1665	09/12/2012	TrueSeq.v1	0.39039388	36071	0.97001076	1561	0.4043115	0.8972115	0.2769907	21918	0.44207424	0.75605744	76	13.67466	0.0025693076	123	8887294	35593830	0.02975743	2594411	88035666	11316686	0.7051839	129178	16757107	131449	0.066974685	0	0.07279924	0.1787357	0.36275294	15735116	0.0045492263	7479531	1805130	7707032	126	8093752	3618465	0.0035251898	8150079	50.173378	0.02947	0.41822904	682	0.5579257	50.749023
GTEX-QMR6-0011-R5A-SM-32PKT		D1, A1		6.8	Brain	Brain - Caudate (basal ganglia)		BP-20819	RNA isolation_QIAGEN miRNeasy	12/14/2011	LCSET-1665	09/12/2012	TrueSeq.v1	0.75480694	102856	0.9672967	1323	0.7686598	0.8845929	0.25475994	24923	0.31227276	0.8541526	76	20.265944	0.002563163	523	17633615	109319017	0.032496095	7564697	142220294	16495590	0.67640203	139330	52388699	95683	0.04912229	0	0.08270389	0.24003153	0.67995095	34137350	0.004565427	23320866	4894474	23918098	451	24332674	10531596	0.0035462521	24609664	50.282978	0.05319	0.78251266	753	0.6877272	50.632137
GTEX-QMR6-0011-R6A-SM-32PKP		D1, A1		8.1	Brain	Brain - Nucleus accumbens (basal ganglia)		BP-20819	RNA isolation_QIAGEN miRNeasy	12/14/2011	LCSET-1665	09/12/2012	TrueSeq.v1	0.8888176	168140	0.95570594	973	0.9051081	0.8495508	0.28046846	26369	0.3781094	0.8069052	76	32.993755	0.002521237	526	29737177	144398693	0.043943066	5568975	159537502	15788222	0.63469523	142955	69044363	67142	0.034164593	0	0.10615522	0.34222987	0.76893526	54598499	0.004607101	30011819	5336083	30827989	548	31433841	17485173	0.003545398	31611180	50.140644	0.034906995	0.9213987	818	0.62189066	50.670753
GTEX-QMR6-0011-R7A-SM-32PKL		D1, A1		6.4	Brain	Brain - Putamen (basal ganglia)		BP-20819	RNA isolation_QIAGEN miRNeasy	12/14/2011	LCSET-1665	09/12/2012	TrueSeq.v1	0.89792496	116185	0.96806914	2206	0.91334796	0.89225477	0.24489355	24672	0.152343	0.8681307	76	12.200188	0.0026217573	524	10628776	141948642	0.031758573	11343172	155415732	14269592	0.7349539	138011	68113174	179732	0.08462584	0	0.07581431	0.13914217	0.8149391	21624882	0.004679274	30386689	6335727	31286372	544	31661270	11985408	0.0036331438	32089944	50.336205	0.072986	0.9287711	682	0.847657	50.729397
GTEX-QMR6-0011-R8A-SM-32PKJ		D1, A1		8.4	Brain	Brain - Hypothalamus		BP-20819	RNA isolation_QIAGEN miRNeasy	12/14/2011	LCSET-1665	09/12/2012	TrueSeq.v1	0.8103272	128403	0.95819646	986	0.8245182	0.8571523	0.29025674	26180	0.5133082	0.78772	76	36.044567	0.0024286779	383	36925347	112271484	0.04130486	2368882	136166174	13893390	0.6091252	143764	53737855	78822	0.039138965	0	0.10104422	0.42323196	0.70673764	57629877	0.0044490453	23558584	3897045	23965411	424	24486595	16211251	0.0034214754	24697020	50.213913	0.017396992	0.8387091	829	0.48669177	50.428024
GTEX-QMR6-1326-SM-32PLB	2	D1	4   ~6x5mm aliquots	6.9	Brain	Brain - Cerebellum	12-15 hours	BP-20743	RNA isolation_PAXgene Tissue miRNA	12/12/2011	LCSET-1665	09/12/2012	TrueSeq.v1	0.876683	196741	0.9392562	887	0.89565355	0.75767255	0.24887256	25679	0.4333794	0.90108633	76	34.91661	0.0024660528	525	34480356	138207805	0.06053844	3406381	154309452	14812518	0.6522358	138806	65558801	66242	0.033775605	0	0.18158361	0.3881578	0.6786121	59896420	0.004640064	28201435	7828327	28879745	476	29620427	14356348	0.003530035	29915292	50.247635	0.022075	0.91462404	777	0.5666205	50.594162
GTEX-QMR6-1426-SM-32PLA	1	D1	4  ~6x4mm aliquots	6.9	Brain	Brain - Cortex	12-15 hours	BP-20743	RNA isolation_PAXgene Tissue miRNA	12/12/2011	LCSET-1665	09/12/2012	TrueSeq.v1	0.8771527	118380	0.95208395	1043	0.8945681	0.84754497	0.2853207	25723	0.3938112	0.8346579	76	27.007227	0.0026104662	516	25138844	115436059	0.047587782	4822911	129041104	12644014	0.6535628	141511	55106763	86237	0.04496595	0	0.10453902	0.35229093	0.7581867	45460013	0.004732222	23978829	5618969	24540381	437	25068632	13889785	0.003650691	25355592	50.284546	0.037375	0.9119836	796	0.60618883	50.57869
GTEX-QMR6-1926-SM-2XK2D	3	D1	2  ~10x7mm aliquots, patchy dense congestion.  Bronchiolar lining badly sloughing		Lung	Lung	12-15 hours	BP-23760	DNA Isolation from Tissue via QIAgen Spin Column	04/03/2012	GTEx_96Exome_May12	06/06/2012	Illumina Human Exome SNP Array																																													
GTEX-QMR6-1926-SM-32PL9	3	D1	2  ~10x7mm aliquots, patchy dense congestion.  Bronchiolar lining badly sloughing	6	Lung	Lung	12-15 hours	BP-20743	RNA isolation_PAXgene Tissue miRNA	12/12/2011	LCSET-1665	09/12/2012	TrueSeq.v1	0.62691766	185985	0.9702996	1525	0.6387267	0.79039145	0.3002604	24594	0.117225744	0.6903577	76	12.767079	0.0026551336	376	7263189	128004746	0.029457768	474561	200406128	23410166	0.641602	138134	60864030	108607	0.05693265	0	0.17990819	0.07487521	0.5048441	15005451	0.0047609936	26990971	5654883	27474697	347	28067408	19400104	0.003688597	28454278	50.342228	0.0023679964	0.65053576	743	0.8827743	50.44406
GTEX-QMR6-1926-SM-3L285	3	D1	2  ~10x7mm aliquots, patchy dense congestion.  Bronchiolar lining badly sloughing		Lung	Lung	12-15 hours	BP-23760	DNA Isolation from Tissue via QIAgen Spin Column	04/03/2012	GTEx_Batch8_rOM5_Sept12	09/23/2012	Illumina OMNI SNP Array																																													
GTEX-QMRM-0002-SM-2MRIF		B1			Blood	Whole Blood	0-(-3) hours	BP-20681	DNA isolation_Whole Blood _QIAGEN Puregene (Manual)	12/09/2011	GTEx_Batch4_OM5_Jan12	02/06/2012	Illumina OMNI SNP Array																																													
GTEX-QMRM-0002-SM-2XK25		B1			Blood	Whole Blood	0-(-3) hours	BP-20681	DNA isolation_Whole Blood _QIAGEN Puregene (Manual)	12/09/2011	GTEx_96Exome_May12	06/06/2012	Illumina Human Exome SNP Array																																													
GTEX-QMRM-0005-SM-2M48F		B1		9.5	Blood	Whole Blood	0-(-3) hours	BP-20678	RNA isolation_PAXgene Blood RNA (Manual)	12/09/2011	GTEx_Batch4Affy_Jan2012	02/07/2012	Affymetrix Expression																																													
GTEX-QMRM-0005-SM-2S1QR		B1		9.5	Blood	Whole Blood	0-(-3) hours	BP-20678	RNA isolation_Trizol Manual (Cell Pellet)	12/09/2011	LCSET-1466	05/21/2012	TrueSeq.v1	0.47802925	59984	0.8916086	1528	0.48168403	0.7893176	0.31809664	18121	0.5927817	0.66686255	76	16.346207	0.0029283422	127	10045752	22419270	0.10821539	2246190	46543518	14676986	0.67912084	108915	10309726	137175	0.08145252	0	0.10229102	0.2855335	0.38020167	13289734	0.007305176	4396992	12655409	4450573	112	4642576	4472278	0.0051001543	4598828	49.763306	0.048259996	0.4853388	728	0.40721825	50.302803
GTEX-QMRM-0005-SM-3NB2A		B1		9.5	Blood	Whole Blood	0-(-3) hours	BP-20678	RNA isolation_PAXgene Blood RNA (Manual)	12/09/2011	LCSET-2318	12/16/2012	TrueSeq.v1	0.8825716	87483	0.9581746	1045	0.90081143	0.87952256	0.36302963	21458	0.52725977	0.66410923	76	34.414062	0.0035065836	236	35545512	101446296	0.04162784	3336266	112616576	20482012	0.63551897	124381	48152375	83531	0.046854142	0	0.0786521	0.47496158	0.79228395	53488548	0.0035871605	21262113	13237752	21837092	242	22384411	22230643	0.003546056	22485732	50.112904	0.029624999	0.91905123	809	0.47274026	50.66704
GTEX-QMRM-0526-SM-2I5GA	1	B1	2 pieces 8x7 & 7x7 mm; slight histologic tears	8.4	Heart	Heart - Left Ventricle	0-3 hours	BP-20786	RNA isolation_PAXgene Tissue miRNA	12/13/2011	LCSET-1168_6	04/02/2012	TrueSeq.v1	0.49992183	63740	0.98127586	1224	0.5774293	0.90924084	0.25971186	22181	0.5365721	0.72171164	76	27.281849	0.004878691	147	28809627	76630049	0.018449342	2701689	132708973	37226326	0.6085999	130660	32395696	93165	0.047276925	9121719	0.072035134	0.30983242	0.52502227	41117546	0.0075985137	12482539	3149407	13063551	141	14588459	11755123	0.006083776	14468771	49.794044	0.020357998	0.56675774	781	0.46342793	51.137184
GTEX-QMRM-0526-SM-2M49C	1	B1	2 pieces 8x7 & 7x7 mm; slight histologic tears	8.4	Heart	Heart - Left Ventricle	0-3 hours	BP-20786	RNA isolation_PAXgene Tissue miRNA	12/13/2011	GTEx_Batch4Affy_Jan2012	02/07/2012	Affymetrix Expression																																													
GTEX-QMRM-0726-SM-2I5G8	1	B1	2 pieces 11x8 & 9x7 mm; slightly nodular; peripheral cassette marks	7.5	Thyroid	Thyroid	0-3 hours	BP-20786	RNA isolation_PAXgene Tissue miRNA	12/13/2011	LCSET-1168_5	04/02/2012	TrueSeq.v1	0.31938538	226037	0.959953	845	0.40867892	0.7973898	0.29466268	25300	0.71167845	0.7423364	76	34.573578	0.00452121	126	72597418	70429894	0.039784484	898557	172335519	63434520	0.6093227	140030	26516416	65850	0.033772208	9323465	0.1625632	0.290848	0.3258764	50123439	0.00938636	11317514	15143109	11699368	104	16116955	11746038	0.0064428207	15966778	49.76596	0.005213998	0.4441176	825	0.28832152	50.829506
GTEX-QMRM-0726-SM-2M49B	1	B1	2 pieces 11x8 & 9x7 mm; slightly nodular; peripheral cassette marks	7.5	Thyroid	Thyroid	0-3 hours	BP-20786	RNA isolation_PAXgene Tissue miRNA	12/13/2011	GTEx_Batch4Affy_Jan2012	02/07/2012	Affymetrix Expression																																													
GTEX-QMRM-0826-SM-2I5G7	1	B1	2 pieces 11.6x10 & 9x8 mm; no inflammation	8.9	Lung	Lung	0-3 hours	BP-20786	RNA isolation_PAXgene Tissue miRNA	12/13/2011	LCSET-1168_5	04/02/2012	TrueSeq.v1	0.15031151	131896	0.96013445	1078	0.24704313	0.81598943	0.34581405	24422	0.68125755	0.73011225	76	21.797915	0.00379615	127	52805651	45768063	0.03954041	816456	185263462	57018203	0.61414474	138944	13458171	83569	0.045415565	8239852	0.14414501	0.1683	0.20158458	31179839	0.008255305	5831859	10660587	5965518	105	12360158	8180973	0.005208794	12287113	49.851818	0.004407	0.31309527	798	0.31874242	50.56648
GTEX-QMRM-0826-SM-2M49A	1	B1	2 pieces 11.6x10 & 9x8 mm; no inflammation	8.9	Lung	Lung	0-3 hours	BP-20786	RNA isolation_PAXgene Tissue miRNA	12/13/2011	GTEx_Batch4Affy_Jan2012	02/07/2012	Affymetrix Expression																																													
GTEX-QMRM-0826-SM-3NB33	1	B1	2 pieces 11.6x10 & 9x8 mm; no inflammation	8.8	Lung	Lung	0-3 hours	BP-29826	RNA isolation_PAXgene Tissue miRNA	08/21/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.8874895	119493	0.96220505	598	0.904939	0.8072827	0.3172095	25659	0.7194137	0.7300493	76	61.718887	0.0032992233	232	70949448	93808481	0.037516214	1456772	103662764	18112818	0.5418066	142213	44507426	40358	0.023846919	0	0.1549224	0.6510255	0.7305416	67487105	0.0033520767	19662853	4301678	19980392	228	20572585	15559590	0.0033251406	20624092	50.062515	0.014052992	0.9223885	881	0.28058633	50.400497
GTEX-QMRM-1726-SM-2S1QG	1	B1	2 pieces 14.6x11 &9x6 mm; central (probable fixation) defects	7.6	Adipose Tissue	Adipose - Subcutaneous	0-3 hours	BP-20785	RNA isolation_Trizol Manual (Cell Pellet)	12/13/2011	LCSET-1466	05/21/2012	TrueSeq.v1	0.5946632	36468	0.97275573	1578	0.61573744	0.847819	0.30932358	21354	0.7308291	0.702595	76	12.034054	0.0025606568	128	20526195	26324199	0.02697685	283875	42752312	4443598	0.67853427	128020	12432239	129550	0.0721316	0	0.12493675	0.44999886	0.5220339	19238493	0.005951687	5279854	1178523	5397537	104	5738165	4510511	0.0041981414	5694855	49.810593	0.006639992	0.6368116	705	0.2691708	50.551086
GTEX-QMRM-1726-SM-2TO4I	1	B1	2 pieces 14.6x11 &9x6 mm; central (probable fixation) defects	7.6	Adipose Tissue	Adipose - Subcutaneous	0-3 hours	BP-20785	RNA isolation_Trizol Manual (Cell Pellet)	12/13/2011	GTEX_Affy_Batch6_Apr12	05/01/2012	Affymetrix Expression																																													
GTEX-QV31-0003-SM-2MRI2		B1			Blood	Whole Blood	0-(-3) hours	BP-20754	DNA isolation_Whole Blood _QIAGEN Puregene (Manual)	12/12/2011	GTEx_Batch4_OM5_Jan12	02/06/2012	Illumina OMNI SNP Array																																													
GTEX-QV31-0003-SM-2XK27		B1			Blood	Whole Blood	0-(-3) hours	BP-20754	DNA isolation_Whole Blood _QIAGEN Puregene (Manual)	12/12/2011	GTEx_96Exome_May12	06/06/2012	Illumina Human Exome SNP Array																																													
GTEX-QV31-0005-SM-2S1Q6		B1		8.3	Blood	Whole Blood	0-(-3) hours	BP-20770	RNA isolation_Trizol Manual (Cell Pellet)	12/13/2011	LCSET-1466	05/21/2012	TrueSeq.v1	0.088002674	10927	0.932534	4816	0.088677175	0.80710876	0.2383626	15955	0.72439396	0.6910092	76	2.5675786	0.0025079523	123	4877956	6700423	0.067333214	423361	75559732	8581648	0.90767163	93636	3087907	441466	0.2371981	0	0.12542522	0.06423721	0.07157212	4853746	0.006329677	1378804	1051756	1406396	108	1417227	1267440	0.00440428	1410958	49.88917	0.0056029977	0.08935167	382	0.27560604	50.49533
GTEX-QV31-0005-SM-2TO5P		B1		8.3	Blood	Whole Blood	0-(-3) hours	BP-20770	RNA isolation_Trizol Manual (Cell Pellet)	12/13/2011	GTEX_Affy_Batch6_Apr12	05/01/2012	Affymetrix Expression																																													
GTEX-QV31-0726-SM-2TO6J	0	B1	2   ~9x8mm aliquots, one with ~1.5mm layer of peripheral fat along one edge	7	Thyroid	Thyroid	0-3 hours	BP-20786	RNA isolation_Trizol Manual (Cell Pellet)	12/13/2011	GTEX_Affy_Batch6_Apr12	05/01/2012	Affymetrix Expression																																													
GTEX-QV31-0726-SM-3GAEG	0	B1	2   ~9x8mm aliquots, one with ~1.5mm layer of peripheral fat along one edge	7	Thyroid	Thyroid	0-3 hours	BP-20786	RNA isolation_PAXgene Tissue miRNA	12/13/2011	LCSET-2015	09/12/2012	TrueSeq.v1	0.7719493	103126	0.9673762	1047	0.78771454	0.7986519	0.31336105	23595	0.6169212	0.77825063	76	24.911667	0.0020542871	169	30474102	63800593	0.032438993	404486	80994558	5607664	0.6518934	134888	30410772	77061	0.038739968	0	0.16872431	0.48595777	0.6291097	39359934	0.005074354	13370392	2489400	13632790	170	13993082	9137975	0.0035340986	14099719	50.189793	0.0049939896	0.80347985	773	0.3830789	50.485863
GTEX-QV31-1326-SM-2S1QE	0	B1	2  ~14x10mm aliquots,  centrally under-fixed with tears/holes	7.6	Adipose Tissue	Adipose - Subcutaneous	0-3 hours	BP-20786	RNA isolation_Trizol Manual (Cell Pellet)	12/13/2011	LCSET-1466	05/21/2012	TrueSeq.v1	0.80213696	193975	0.96491426	874	0.8214172	0.82909584	0.28947228	23492	0.5736304	0.740587	76	39.74061	0.0028026362	171	29494669	72190746	0.03485055	633127	87885602	11528284	0.5883045	134203	34357435	69248	0.037231788	0	0.1358185	0.47118986	0.68103355	41410804	0.0062627783	14549890	14710483	14890635	162	15530695	12050406	0.0044920994	15372681	49.744343	0.00720399	0.8406975	821	0.42636964	50.578705
